name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,source_csv,language
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_00.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_00.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_00.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_00.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_01.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_01.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_01.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_01.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_02.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_02.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_02.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_02.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_03.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_03.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_03.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_03.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_04.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_04.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_04.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_04.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_05.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_05.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_05.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_05.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_06.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_06.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_06.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_06.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_07.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_07.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_07.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_07.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_08.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_08.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_08.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_08.wav,0,mpl_nuked,all
amb_bird_call,raw\sound\amb\animals\birds\desert\chatter\chatter_09.wav,amb_1000,,,ambience,81,89,100,100,1000,1000,log2,default,allon,rdefault,2,reject,5,reject,-250,250,0,10,50,0,1,3d,loaded,nonlooping,,1,0,96,,default,0,30,400,93,0.6,0.5,no,yes,none,1000,no,,both,no,no,,,65,no,no,0,0,wma,yes,no,world,ambience,no,raw\sound\amb\animals\birds\desert\chatter\chatter_09.xm4,0,raw\sound\amb\animals\birds\desert\chatter\chatter_09.mp3,0,raw\sound\amb\animals\birds\desert\chatter\chatter_09.wav,0,mpl_nuked,all
