mtl_p_zom_monitor_screens ,0,170141173319264430000000000000000000000.000000
mtl_p_rus_computer_glass,0,170141173319264430000000000000000000000.000000
pent_art_tv_4x4_03,0,170141173319264430000000000000000000000.000000
~-gmtl_weapon_reflex_lens_blue_c,0,170141173319264430000000000000000000000.000000
~-gmtl_weapon_reflex_lens_green_c,0,170141173319264430000000000000000000000.000000
~-gmtl_weapon_reflex_lens_orange_c,0,170141173319264430000000000000000000000.000000
~-gmtl_weapon_reflex_lens_red_c,0,170141173319264430000000000000000000000.000000
detail_noise_tight,0,170141173319264430000000000000000000000.000000
clan_font_n,0,170141173319264430000000000000000000000.000000
clan_font_c,0,170141173319264430000000000000000000000.000000
player_emblem_nor,0,170141173319264430000000000000000000000.000000
player_emblem_spec_rough,0,170141173319264430000000000000000000000.000000
watersheeting_fx_distortion,0,170141173319264430000000000000000000000.000000
decal_thickrope1_c,0,170141173319264430000000000000000000000.000000
decal_thickrope1_n,0,170141173319264430000000000000000000000.000000
~decal_thickrope1_s-rgb&~-rde~bce9be2e,0,170141173319264430000000000000000000000.000000
flare_occluder,0,170141173319264430000000000000000000000.000000
~-gfx_dest_atlas_c,0,170141173319264430000000000000000000000.000000
~-gweapon_parbolic_knife_col,0,170141173319264430000000000000000000000.000000
~~-gweapon_parbolic_knife_spc~7a335686,0,170141173319264430000000000000000000000.000000
~-gfx_shell_col,0,170141173319264430000000000000000000000.000000
fx_shell_nml,0,170141173319264430000000000000000000000.000000
~~-gfx_shell_spc-rgb&~-rfx_sh~7097a0cb,0,170141173319264430000000000000000000000.000000
~-ggrenade_pouch_clr,0,170141173319264430000000000000000000000.000000
grenade_pouch_nml,0,170141173319264430000000000000000000000.000000
~~-ggrenade_pouch_cos-rgb&~-r~2c7cceff,0,170141173319264430000000000000000000000.000000
impact_wood01_nml,0,170141173319264430000000000000000000000.000000
~-gfx_wood_splinter_col,0,170141173319264430000000000000000000000.000000
impact_wood02_nml,0,170141173319264430000000000000000000000.000000
impact_wood03_nml,0,170141173319264430000000000000000000000.000000
impact_concrete01_nml,0,170141173319264430000000000000000000000.000000
impact_concrete02_nml,0,170141173319264430000000000000000000000.000000
