default_sp,
default_mp,
tst_audio_hell,
spl_ui,
mpl_ui,
mpl_common,
spl_hue_city,
mpl_cracked,
spl_fullahead,
mpl_cosmodrome,
spl_creek_1,
spl_flashpoint,
zmb_common,
mpl_jungle,
zmb_cosmodrome,zmb_cosmodrome
mpl_nuked,
mpl_radiation,
spl_wmd,
spl_pow,
tst_whitenoise,
mpl_duga,
spl_pentagon,
mpl_havoc,
mpl_havana,
mpl_hanoi,
mpl_berlinwall,
mpl_mountain,
tst_dds,
zmb_mountain,
spl_rebirth,
spl_khe_sanh,
mpl_crisis,
mpl_array,
mpl_firingrange,
mpl_hotel,
mpl_munich,
mpl_russianbase,
mpl_villa,
spl_frontend,
spl_cuba,
spl_int_escape,
spl_kowloon,
spl_river,
spl_underwaterbase,
spl_vorkuta,
mpl_discovery,
spl_wmd_sr71,
zmb_tron,
zmb_theater,
zmb_pentagon,
mpl_cairo,
mpl_cosmo,
mpl_kowloon,
mpl_berlinwall2,
mpl_stadium,
mpl_outskirts,
zmb_temple,
zmb_test_cdr,
mpl_firebase,
mpl_gridlock,
mpl_salvage,
mpl_zoo,
mpl_silo,
zmb_coast,zmb_coast
mpl_area51,
mpl_drivein,
