rawfile,character/c_rus_spetznaz_rebirth_1.gsc
xmodel,c_rus_spetznaz_body1
xmodelalias,c_rus_spetsnaz_rebirth_head_alias
xmodel,c_rus_spetznaz_body1_gear1
xmodel,c_rus_spetznaz_body1_g_upclean
xmodel,c_rus_spetznaz_body1_g_rarmoff
xmodel,c_rus_spetznaz_body1_g_larmoff
xmodel,c_rus_spetznaz_body1_g_torso
xmodel,c_rus_spetznaz_body1_g_lowclean
xmodel,c_rus_spetznaz_body1_g_rlegoff
xmodel,c_rus_spetznaz_body1_g_llegoff
xmodel,c_rus_spetznaz_body1_g_legsoff
xmodel,c_rus_spetznaz_body1_g_rarmspawn
xmodel,c_rus_spetznaz_body1_g_larmspawn
xmodel,c_rus_military_body1_g_rlegspawn
xmodel,c_rus_military_body1_g_llegspawn
rawfile,character/clientscripts/c_rus_spetznaz_rebirth_1.csc
