rawfile,character/char_rus_r_zombie.gsc
xmodel,char_rus_guard_body1_1
xmodel,char_rus_guard_head1_1_zmb
xmodel,char_rus_guard_body1_g_upclean
xmodel,char_rus_guard_body1_g_rarmoff_1
xmodel,char_rus_guard_body1_g_larmoff_1
xmodel,char_rus_guard_body1_g_torso_1
xmodel,char_rus_guard_body1_g_behead
xmodel,char_rus_guard_body1_g_lowclean
xmodel,char_rus_guard_body1_g_rlegoff_1
xmodel,char_rus_guard_body1_g_llegoff_1
xmodel,char_rus_guard_body1_g_legsoff_1
xmodel,char_rus_guard_body1_g_rarmspawn
xmodel,char_rus_guard_body1_g_larmspawn
xmodel,char_rus_guard_body1_g_rlegspawn
xmodel,char_rus_guard_body1_g_llegspawn
rawfile,character/clientscripts/char_rus_r_zombie.csc
