rawfile,character/char_ger_wrmchtwet_mp44.gsc
xmodelalias,char_ger_wrmchtwet_bodyalias
xmodelalias,char_ger_waffen_headalias
xmodelalias,char_ger_wrmchtwet_helmalias
xmodelalias,char_ger_wrmchtwet_gearalias
xmodel,char_ger_wermachtwet_body1_g_upclean
xmodelalias,char_ger_wrmwet_body1_g_rarmoffalias
xmodelalias,char_ger_wrmwet_body1_g_larmoffalias
xmodelalias,char_ger_wrmwet_body1_g_torsoalias
xmodel,char_ger_wermachtwet_body1_g_behead
xmodel,char_ger_wermachtwet_body1_g_lowclean
xmodelalias,char_ger_wrmwet_body1_g_rlegoffalias
xmodelalias,char_ger_wrmwet_body1_g_llegoffalias
xmodelalias,char_ger_wrmwet_body1_g_legsoffalias
xmodel,char_ger_wermachtwet_body1_g_rarmspawn
xmodel,char_ger_wermachtwet_body1_g_larmspawn
xmodel,char_ger_wermachtwet_body1_g_rlegspawn
xmodel,char_ger_wermachtwet_body1_g_llegspawn
rawfile,character/clientscripts/char_ger_wrmchtwet_mp44.csc
