rawfile,character/c_ger_honorguard_zombietron.gsc
xmodelalias,c_ger_honorguard_zomb_bodyalias_zt
xmodelalias,c_ger_honorguard_zomb_headalias_zt
xmodel,char_ger_honorgd_body1_g_upclean
xmodelalias,char_ger_hnrgrd_body1_g_rarmoffalias
xmodelalias,char_ger_hnrgrd_body1_g_larmoffalias
xmodelalias,char_ger_hnrgrd_body1_g_torsoalias
xmodel,c_zt_honorguard_body1_g_behead
xmodel,char_ger_honorgd_body1_g_lowclean
xmodelalias,char_ger_hnrgrd_body1_g_rlegoffalias
xmodelalias,char_ger_hnrgrd_body1_g_llegoffalias
xmodelalias,char_ger_hnrgrd_body1_g_legsoffalias
xmodel,char_ger_honorgd_body1_g_rarmspawn
xmodel,char_ger_honorgd_body1_g_larmspawn
xmodel,char_ger_honorgd_body1_g_rlegspawn
xmodel,char_ger_honorgd_body1_g_llegspawn
rawfile,character/clientscripts/c_ger_honorguard_zombietron.csc
