rawfile,character/c_rus_spetznaz_winter_3.gsc
xmodel,c_rus_spetznaz_winter_body3
xmodel,c_rus_spetznaz_winter_head3
xmodel,c_rus_spetznaz_winter_body3_gear1
xmodel,c_rus_spetznaz_winter_body3_g_upclean
xmodel,c_rus_spetznaz_winter_body3_g_rarmoff
xmodel,c_rus_spetznaz_winter_body3_g_larmoff
xmodel,c_rus_spetznaz_winter_body3_g_torso
xmodel,c_rus_spetznaz_winter_body3_g_lowclean
xmodel,c_rus_spetznaz_winter_body3_g_rlegoff
xmodel,c_rus_spetznaz_winter_body3_g_llegoff
xmodel,c_rus_spetznaz_winter_body3_g_legsoff
xmodel,c_rus_spetznaz_winter_body1_g_rarmspawn
xmodel,c_rus_spetznaz_winter_body1_g_larmspawn
xmodel,c_rus_military_body1_g_rlegspawn
xmodel,c_rus_military_body1_g_llegspawn
rawfile,character/clientscripts/c_rus_spetznaz_winter_3.csc
