rawfile,character/c_rus_spetnaz_undercover2b_wet.gsc
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w
xmodelalias,c_rus_spetsnaz_undercover_head_alias
xmodel,c_rus_spetsnaz_undercover_gearb_w
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_upclean
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_rarmoff
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_larmoff
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_torso
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_lowclean
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_rlegoff
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_llegoff
xmodel,c_rus_spetsnaz_undercover_bodyb_2_w_g_legsoff
xmodel,c_vtn_g_rarmspawn
xmodel,c_vtn_g_larmspawn
xmodel,c_rus_spetsnaz_undercover_bodya_1_w_g_rlegspawn
xmodel,c_rus_spetsnaz_undercover_bodya_1_w_g_llegspawn
rawfile,character/clientscripts/c_rus_spetnaz_undercover2b_wet.csc
